1,6,2523,8364,-2.588233,53.415596
1,6,2522,5249,-2.515189,53.420393
1,6,2521,5034,-2.53266,53.42335
1,6,2520,6425,-2.648773,53.431605
1,6,2519,6390,-2.513183,53.449852
1,6,2518,7273,-2.527818,53.451804
1,6,2527,11142,-2.629325,53.402413
1,6,2526,9875,-2.644261,53.404046
1,271,1437,7978,-3.040073,53.409229
1,271,1438,7585,-3.068431,53.402041
1,271,1435,7326,-3.024968,53.41248
1,271,1436,6369,-3.100547,53.406011
1,271,1434,7950,-3.047595,53.416869
1,271,1431,8380,-3.053765,53.42545
1,271,1432,7877,-3.032949,53.419149
1,271,1439,7874,-3.114204,53.401321
1,271,1440,6203,-3.142038,53.400592
1,7,2544,8713,-2.503521,53.7568
1,7,2545,9213,-2.46942,53.758844
1,6,2542,5758,-2.571928,53.353387
1,7,2543,10146,-2.476525,53.768499
1,6,2540,9174,-2.575879,53.369421
1,6,2541,6505,-2.558061,53.356791
1,6,2538,12682,-2.474714,53.381488
1,6,2539,7825,-2.545109,53.377369
1,7,2546,7514,-2.483926,53.756968
1,7,2547,8908,-2.500415,53.748619
1,259,6759,7344,-2.234048,53.487113
1,48,3771,5889,-2.129864,53.275596
1,48,3772,7577,-2.158253,53.265156
1,48,3769,8290,-2.239346,53.301029
1,48,3770,7948,-2.104415,53.294257
1,48,3767,5114,-2.149904,53.29275
1,48,3768,6758,-2.374819,53.299553
1,48,3765,7135,-2.249102,53.318725
1,48,3766,6406,-2.360457,53.306415
1,48,3773,8301,-2.113609,53.262727
1,48,3774,7124,-2.141458,53.261214
1,258,1003,7658,-2.324096,53.5528
1,258,1004,6980,-2.303015,53.550219
1,258,1001,8368,-2.33592,53.563002
1,258,1002,6972,-2.281249,53.559984
1,258,999,7703,-2.338354,53.570205
1,258,1000,5953,-2.312808,53.56783
1,258,997,5810,-2.359463,53.576442
1,258,998,6568,-2.294314,53.574888
1,258,1005,5731,-2.291673,53.547874
1,258,1006,8476,-2.279256,53.54841
1,268,1309,7813,-2.926495,53.468062
1,267,1306,5349,-2.847195,53.371485
1,267,1307,5567,-2.834527,53.366251
1,267,1304,7223,-2.846954,53.406279
1,267,1305,7217,-2.813635,53.396407
1,267,1302,9324,-2.875717,53.411134
1,267,1303,7365,-2.828866,53.406849
1,268,1310,6886,-2.953129,53.467106
1,268,1311,7868,-2.965632,53.462238
1,153,5119,13638,-2.890948,54.043812
1,153,5120,10696,-2.809772,54.043293
1,153,5117,8855,-2.798652,54.048298
1,153,5118,5941,-2.791904,54.042545
1,153,5116,7404,-2.786072,54.051717
1,153,5114,6694,-2.855411,54.062044
1,153,5115,8060,-2.801806,54.06198
1,153,5121,5812,-2.789241,54.033519
1,153,5122,11472,-2.788608,54.004833
1,270,1407,6644,-2.932611,53.518746
1,270,1408,5702,-2.933503,53.509859
1,270,1405,5617,-3.054039,53.550951
1,270,1406,6752,-2.949031,53.525053
1,270,1403,6138,-3.059128,53.560686
1,270,1404,5549,-3.075249,53.550394
1,270,1401,5890,-3.045792,53.597774
1,270,1402,6499,-3.072366,53.563124
1,270,1409,6690,-2.948232,53.506353
1,270,1410,9041,-3.008627,53.49832
1,262,1128,7259,-2.25507,53.512239
1,262,1129,7124,-2.278286,53.510636
1,262,1126,7490,-2.313825,53.514707
1,262,1127,6058,-2.349455,53.513486
1,262,1124,6080,-2.342524,53.518888
1,262,1125,9209,-2.395437,53.518614
1,262,1122,6969,-2.426239,53.525207
1,262,1123,5870,-2.334013,53.521628
1,262,1130,9608,-2.335265,53.505941
1,262,1131,10361,-2.415556,53.505147
1,149,5073,5941,-2.301894,53.788122
1,149,5072,8858,-2.26404,53.784002
1,259,6773,6317,-2.2606,53.470567
1,149,5071,5024,-2.196645,53.785004
1,259,6774,7126,-2.252206,53.475311
1,149,5070,5969,-2.21636,53.787481
1,259,6771,10010,-2.24322,53.471213
1,149,5069,5961,-2.230655,53.789551
1,259,6772,9458,-2.24611,53.501468
1,149,5068,6191,-2.270012,53.792724
1,259,6769,15865,-2.232862,53.477141
1,149,5067,6749,-2.275768,53.797489
1,150,5074,5529,-2.639254,53.712604
1,49,3781,5414,-2.548948,53.273544
1,49,3782,9244,-2.756091,53.268931
1,49,3779,9279,-2.718765,53.29423
1,49,3780,6184,-2.557482,53.291276
1,48,3778,5963,-2.127783,53.245696
1,48,3775,10386,-2.131033,53.255028
1,48,3776,6726,-2.155801,53.253412
1,49,3783,8721,-2.463309,53.269571
1,49,3784,8331,-2.512334,53.260677
1,259,1051,9382,-2.231674,53.417796
1,257,973,8244,-2.447624,53.563863
1,259,1050,6558,-2.259673,53.423087
1,257,974,9956,-2.370319,53.562518
1,259,1049,8382,-2.206897,53.426845
1,257,971,8658,-2.447057,53.570351
1,259,1048,8513,-2.222323,53.428127
1,257,972,8684,-2.422139,53.563659
1,259,1047,8028,-2.245299,53.427331
1,257,969,9585,-2.386415,53.575732
1,259,1046,6670,-2.234895,53.4303
1,257,970,7346,-2.48107,53.572325
1,259,1045,6351,-2.279805,53.436612
1,257,967,9264,-2.407998,53.581668
1,259,1044,9757,-2.215227,53.436798
1,257,968,8728,-2.460709,53.578103
1,259,1053,7737,-2.223041,53.409351
1,257,975,8756,-2.436882,53.561344
1,259,1052,9149,-2.284724,53.410928
1,257,976,7318,-2.459318,53.559475
1,268,1318,8113,-2.913323,53.444911
1,268,1319,7036,-2.931869,53.442645
1,268,1316,7583,-2.942501,53.447199
1,268,1317,6685,-2.961637,53.444615
1,268,1314,7148,-2.963257,53.453281
1,268,1315,7377,-2.881426,53.45143
1,268,1312,7993,-2.902371,53.453066
1,268,1313,8621,-2.927859,53.452942
1,268,1320,7014,-2.968976,53.441319
1,268,1321,5426,-2.891923,53.437179
1,265,1229,7601,-2.350812,53.447892
1,265,1226,8502,-2.324251,53.450891
1,265,1227,8099,-2.393753,53.449756
1,160,5202,6303,-3.042758,53.910332
1,268,1358,7406,-2.86391,53.376103
1,266,1278,6631,-2.51869,53.501067
1,268,1357,8050,-2.962045,53.379296
1,266,1279,8544,-2.5022,53.499494
1,268,1356,6090,-2.913741,53.38085
1,266,1276,8292,-2.458426,53.507147
1,268,1355,9758,-2.930517,53.379986
1,266,1277,7953,-2.44792,53.503134
1,268,1354,7618,-2.889908,53.384248
1,266,1274,8318,-2.585338,53.509789
1,268,1353,5913,-2.868739,53.385881
1,266,1275,8289,-2.528008,53.51058
1,268,1352,5835,-2.838067,53.387031
1,266,1272,9291,-2.603298,53.521883
1,160,5209,7584,-3.023581,53.879134
1,268,1351,9414,-2.966246,53.38715
1,266,1273,8416,-2.462391,53.5155
1,160,5210,9473,-3.008365,53.876715
1,268,1360,7112,-2.911529,53.369038
1,266,1280,7868,-2.647873,53.499225
1,268,1359,7715,-2.943162,53.375168
1,266,1281,7737,-2.537478,53.498619
1,156,5159,9021,-2.422226,53.821561
1,156,5160,8493,-2.48389,53.788279
1,156,5157,7293,-2.350135,53.828297
1,156,5158,5814,-2.603269,53.8278
1,156,5155,8543,-2.400446,53.867549
1,156,5156,5872,-2.59237,53.835512
1,156,5153,7285,-2.392134,53.8997
1,156,5154,7736,-2.388057,53.874047
1,263,1188,7148,-2.22029,53.366117
1,263,1189,5857,-2.178534,53.360297
1,263,1186,5820,-2.074259,53.366242
1,263,1187,7394,-2.1892,53.365726
1,263,1184,6431,-2.229965,53.371995
1,263,1185,6750,-2.155573,53.36935
1,263,1182,5702,-2.202033,53.372633
1,157,5161,7968,-2.284176,53.724708
3,201,5758,10985,-1.005568,53.206779
3,75,3983,9834,-1.304228,52.970817
3,200,5757,12139,-1.184243,53.131946
3,200,5756,6557,-1.151891,53.133622
3,200,5755,6800,-1.164701,53.140443
3,75,3992,7261,-1.271219,52.897835
3,75,3991,7859,-1.295962,52.897437
3,201,5764,12382,-0.801592,53.080884
3,196,5689,6325,-1.272666,53.143175
3,201,5763,11198,-1.110809,53.112577
3,164,5266,9938,-1.393371,52.542721
3,164,5265,8978,-1.370425,52.545619
3,164,5264,6474,-1.361864,52.552987
3,164,5263,7367,-1.415597,52.569143
3,164,5262,9209,-1.34424,52.570149
3,164,5261,10804,-1.314821,52.574218
3,164,5260,8622,-1.30657,52.625174
3,164,5259,8903,-1.40415,52.637741
3,164,5268,5880,-1.356634,52.533913
