0 4 2487 4735 6701
0 4 2488 3127 4451
0 4 2489 2903 4008
0 4 2490 2772 4423
0 4 2491 2420 3836
0 4 2492 4134 6797
0 4 2493 2879 3901
0 4 2494 3132 5387
0 4 2495 2961 5713
0 4 2496 2826 4263
0 4 2497 3921 6029
0 4 2498 3557 5664
0 4 2499 2858 4494
0 4 2500 2670 4606
0 4 2501 4119 6225
0 46 4189 3226 4314
0 46 4190 3142 5310
0 46 4191 3645 5537
0 46 4192 4078 6988
0 46 4193 4432 6301
0 46 4194 3419 5424
0 46 4195 3857 6256
0 46 4196 4039 5923
0 46 4197 4630 7354
0 46 4198 3957 6291
0 46 4199 3160 5623
0 46 4200 3537 6780
0 46 4201 3471 5681
0 46 4202 5768 8371
0 46 4203 4087 6559
0 46 4204 3954 6989
0 46 4205 2702 4289
0 46 4206 3157 4954
0 46 4207 3830 6438
0 46 4208 2762 4530
0 46 4209 3668 5897
0 46 4210 4378 6745
0 46 4211 3555 5294
0 46 4212 2694 6105
0 46 4213 2724 13503
0 46 4214 4579 10239
0 46 4215 2684 4541
0 46 4216 3487 5628
0 46 4217 2883 4943
0 46 4218 3475 5727
0 46 4219 4477 6598
0 46 4220 3832 6365
0 46 4221 2888 6040
0 46 4222 3641 5956
0 46 4223 2455 4182
0 46 4224 3130 6080
0 46 4225 2487 4915
0 46 4226 2314 4257
0 46 4227 3098 5227
0 46 4228 3129 4839
0 46 4229 2401 4252
0 46 4230 2803 5223
0 46 4231 3338 5326
0 46 4232 3408 5298
0 46 4233 3226 5357
0 46 4234 2435 5144
0 46 4235 2830 4859
0 46 4236 4190 7237
0 46 4237 3033 5244
0 46 4238 3319 4838
0 46 4239 4204 7496
0 46 4240 4383 6447
0 46 4241 2232 3911
0 46 4242 2405 3958
0 46 4243 3111 5028
0 46 4244 5964 9384
0 46 4245 2697 3905
0 46 4246 2952 5336
0 46 4247 3796 5974
0 46 4248 3737 6619
0 46 4249 4564 7157
0 46 4250 2722 5204
0 46 4251 3294 5787
0 46 4252 3561 5382
0 46 4253 4134 6763
0 46 4254 2724 5197
0 0 2417 4345 7321
0 0 2418 3551 7445
0 0 2419 2840 5795
0 0 2420 2176 4088
0 0 2421 2905 4309
0 0 2422 2928 5478
0 0 2423 2577 4679
0 0 2424 2347 4447
0 0 2425 2788 4835
0 0 2426 3017 4809
0 0 2427 2639 5387
0 0 6766 5654 8730
0 1 2428 3214 10257
0 1 2429 2064 4266
0 1 2430 2773 7111
0 1 2431 2461 5019
0 1 2432 2500 4320
0 1 2433 2062 3884
0 1 2434 3174 6515
0 1 2435 2665 4642
0 1 2436 4521 7051
0 1 2437 2211 4194
0 1 2438 1908 3932
0 1 2439 2906 4372
0 1 2440 2215 3542
0 1 2441 2347 3723
0 1 2442 2654 4271
0 1 2443 2590 3806
0 1 2444 3504 6339
0 1 2445 4256 6366
0 1 6668 4522 7252
0 47 5574 3134 4674
0 47 5575 3189 4974
0 47 5576 5604 9284
0 47 5577 3647 5493
0 47 5578 4522 6810
0 47 5579 3213 5127
0 47 5580 4940 7824
0 47 5581 2308 4834
0 47 5582 3882 6891
0 47 5583 3292 5865
0 47 5584 3245 6118
0 47 5585 3629 4916
0 47 5586 3019 3962
0 47 5587 3679 6185
0 47 5588 4510 6478
0 47 5589 3682 5543
0 47 5590 3270 4841
0 47 5591 3662 6566
0 47 5592 5252 9218
0 47 5593 2398 4051
0 47 5594 3622 5854
0 47 5595 2660 4385
0 47 5596 2821 4514
0 47 5597 2867 4623
0 47 5598 3561 5491
0 47 5599 3412 4718
0 47 5600 3450 5090
0 47 5601 2767 4120
0 47 5602 6118 9313
0 47 5603 5433 8041
0 47 5604 4335 6590
0 47 5605 4252 6234
0 47 5606 2411 4428
0 47 5607 3209 5696
0 47 5608 3115 5955
0 47 5609 3369 5467
0 47 5610 2482 3813
0 47 5611 4339 6594
0 47 5612 4533 7478
0 47 5613 4068 6266
0 2 2446 2835 5138
0 2 2447 2328 4137
0 2 2448 2120 3820
0 2 2449 5122 7803
0 2 2450 2531 5110
0 2 2451 5841 9125
0 2 2452 2474 4350
0 2 2453 1994 4476
0 2 2454 2260 4014
0 2 2455 3587 6022
0 2 2456 3300 5736
0 2 2457 1880 3666
0 2 2458 2549 4371
0 2 2459 2559 4600
0 2 2460 2588 4760
0 2 2461 2628 4378
0 2 2462 2646 4064
0 2 6669 2996 5323
0 2 6767 4116 7296
0 3 2463 5393 7122
0 3 2464 4095 6881
0 3 2465 3498 5959
0 3 2466 2639 4147
0 3 2467 4411 6793
0 3 2468 3091 4316
0 3 2469 2976 4542
0 3 2470 3286 5723
0 3 2471 3274 6180
0 3 2472 3264 6562
0 3 2473 2804 3836
0 3 2474 3093 5396
0 3 2475 2870 4395
0 3 2476 4006 10473
0 3 2477 3659 5251
0 3 2478 2899 4457
0 3 2479 2393 5573
0 3 2480 3148 5141
0 3 2481 2555 4195
0 3 2482 2098 3699
0 3 2483 4895 7039
0 3 2484 3930 5385
0 3 2485 7864 11632
0 3 2486 4981 7546
0 276 1637 3726 6132
0 276 1638 4670 6672
0 276 1639 3098 4958
0 276 1640 3622 5938
0 276 1641 3493 4903
0 276 1642 3673 5921
0 276 1643 3283 6514
0 276 1644 3668 5395
0 276 1645 4094 7120
0 276 1646 2549 4687
0 276 1647 2282 4023
0 276 1648 3252 4866
0 276 1649 3298 4518
0 276 1650 3820 6586
0 276 1651 4019 5536
0 276 1652 3223 4920
0 276 1653 3146 4922
0 276 1654 5318 7529
0 276 1655 3184 4508
0 276 1656 3016 5604
0 276 1657 2542 3952
0 276 1658 3027 5063
0 276 1659 3133 5175
0 276 1660 2899 5584
0 276 1661 3756 5822
0 276 6698 3738 8288
0 276 6699 2348 3870
0 277 1662 4919 8955
0 277 1663 4936 7063
0 277 1664 4053 6874
0 277 1665 4009 6435
0 277 1666 4965 7258
0 277 1667 5194 7389
0 277 1668 5072 7012
0 277 1669 4751 7932
0 277 1670 2273 4140
0 277 1671 4602 6514
0 277 1672 3845 8793
0 277 1673 4706 7367
0 277 1674 3993 6746
0 277 1675 2739 4387
0 277 1676 4048 8266
0 277 1677 5329 9012
0 277 1678 4875 8907
0 277 1679 3872 6184
0 277 1680 4525 6847
0 277 1681 4278 10739
0 277 1682 5164 18642
0 277 1683 4165 18031
0 277 1684 1990 3659
0 277 1685 4702 9080
0 277 1686 2965 5759
0 277 1687 2176 4559
0 277 1688 4215 9868
0 277 1689 1968 4286
0 277 6750 5006 7370
0 278 1690 2398 4122
0 278 1691 3516 5584
0 278 1692 2849 4142
0 278 1693 3125 5432
0 278 1694 3012 4309
0 278 1695 3966 5705
0 278 1696 3185 5212
0 278 1697 3263 4856
0 278 1698 3972 5907
0 278 1699 2790 4373
0 278 1700 3793 5855
0 278 1701 3143 4683
0 278 1702 3146 4815
0 278 1703 2770 4341
0 278 1704 2693 4544
0 278 1705 3164 4637
0 278 1706 3159 4380
0 278 1707 4100 6501
0 278 1708 4481 7034
0 278 1709 2749 4282
0 278 1710 2894 4162
0 278 1711 3307 4800
0 278 1712 3015 5517
0 278 1713 2554 3945
0 278 1714 3118 4477
0 278 1715 2721 4747
0 278 1716 3187 5808
0 278 1717 3118 5536
0 278 1718 3393 5735
0 278 1719 3445 5262
0 279 1720 3844 6377
0 279 1721 2967 6341
0 279 1722 3369 5054
0 279 1723 2486 4488
0 279 1724 2404 3917
0 279 1725 2554 3922
0 279 1726 2433 4140
0 279 1727 2249 3971
0 279 1728 3907 6438
0 279 1729 3186 4691
0 279 1730 2786 4532
0 279 1731 2168 4085
0 279 1732 2036 4309
0 279 1733 2121 3906
0 279 1734 3573 6608
0 279 1735 2511 4973
0 279 1736 2830 4791
0 279 1737 3373 5627
0 279 1738 3020 4954
0 279 1739 2496 3988
0 279 1740 2816 4421
0 279 1741 2757 4047
0 279 1742 2736 4332
0 280 1743 2860 4018
0 280 1744 3337 4956
0 280 1745 3253 5975
0 280 1746 3256 6155
0 280 1747 3181 5528
0 280 1748 4299 7438
0 280 1749 2966 4377
0 280 1750 3560 6054
