0,3,2464,9834,-1.295773,54.610691
0,3,2465,8744,-1.277263,54.611313
0,2,2462,5654,-1.053458,54.527646
0,3,2463,9384,-1.287295,54.622148
0,2,2460,6603,-1.057931,54.537176
0,2,2461,6183,-1.067607,54.528359
0,2,2459,6342,-0.952087,54.538942
0,3,2466,5798,-1.290541,54.596242
0,3,2467,9209,-1.355049,54.60651
0,47,5612,10285,-1.572866,55.137421
0,47,5613,8502,-1.604237,55.133546
0,277,1688,14311,-1.649837,54.971721
0,277,1689,6118,-1.550616,54.967222
0,277,1686,8302,-1.668112,54.973029
0,277,1687,6701,-1.558073,54.972293
0,277,1684,5193,-1.687754,54.977707
0,277,1685,12217,-1.570735,54.974195
0,277,1682,19868,-1.597547,54.977323
0,277,1683,19855,-1.624419,54.974262
0,278,1690,5974,-1.468279,55.053432
0,278,1691,7386,-1.584963,55.05597
0,46,4253,9102,-1.714922,54.637996
0,46,4254,7260,-1.684974,54.646814
0,46,4251,7843,-1.659276,54.65659
0,46,4252,7457,-1.684676,54.654806
0,46,4249,9742,-1.74034,54.714866
0,46,4250,7200,-1.686013,54.705307
0,1,2438,5738,-1.226514,54.551907
0,1,2439,6071,-1.248123,54.547563
0,1,2436,9811,-1.252011,54.556819
0,1,2437,6120,-1.200623,54.551825
0,1,2434,9310,-1.182557,54.55749
0,1,2435,6642,-1.263954,54.556931
0,1,2432,5920,-1.240675,54.560444
0,1,2433,5401,-1.22529,54.560496
0,1,2440,5086,-1.257962,54.54165
0,1,2441,5388,-1.215349,54.540697
0,276,1660,7843,-1.580202,54.904354
0,279,1739,5455,-1.48332,54.953489
0,276,1661,8119,-1.568576,54.888859
0,279,1738,6826,-1.428858,54.960541
0,276,1658,7010,-1.587895,54.923576
0,279,1737,7802,-1.36916,54.958099
0,276,1659,6967,-1.806473,54.919588
0,279,1736,6618,-1.485248,54.963386
0,276,1656,7927,-1.571393,54.929001
0,279,1735,7214,-1.445893,54.962883
0,276,1657,5497,-1.746492,54.924918
0,279,1734,9381,-1.509951,54.964323
0,276,1654,10301,-1.657868,54.934638
0,279,1733,5419,-1.46349,54.964907
0,276,1655,6287,-1.600255,54.929935
0,279,1732,6002,-1.405894,54.969278
0,277,1662,12618,-1.662851,55.020675
0,279,1741,5746,-1.411327,54.951044
0,277,1663,10126,-1.62532,55.022782
0,279,1740,5867,-1.463811,54.951409
0,276,6699,5565,-1.596664,54.950824
0,276,6698,9550,-1.595043,54.959197
0,46,4225,6870,-1.392078,54.76208
0,46,4226,5849,-1.315141,54.762535
0,46,4223,5649,-1.340072,54.788231
0,46,4224,8544,-1.332025,54.767137
0,46,4221,8461,-1.361809,54.832448
0,46,4222,8072,-1.394656,54.813359
0,46,4219,9017,-1.366126,54.840351
0,46,4220,8641,-1.338065,54.834446
0,46,4227,7363,-1.348626,54.764017
0,46,4228,6397,-1.347418,54.750672
0,2,2447,5876,-1.073841,54.608615
0,2,2448,5403,-1.090017,54.607002
0,1,2445,8678,-1.215918,54.521099
0,2,2446,6965,-1.065068,54.615774
0,1,2443,5292,-1.195878,54.524485
