1 1 2424 0
1 1 2425 0
1 1 2423 0
1 1 2419 0
1 1 2418 0
1 1 2420 0
1 1 6767 0
1 1 2428 0
1 1 2422 0
1 1 2421 0
1 1 2426 0
1 1 2427 0
1 2 2440 0
1 2 2436 0
1 2 2435 0
1 2 2439 0
1 2 2443 0
1 2 2434 0
1 2 2446 0
1 2 2431 0
1 2 2445 0
1 2 2441 0
1 2 2442 0
1 2 2437 0
1 2 2430 0
1 2 6669 0
1 2 2444 0
1 2 2429 0
1 2 2432 0
1 2 2433 0
1 2 2438 0
1 3 2458 0
1 3 2455 0
1 3 2447 0
1 3 2448 0
1 3 2449 0
1 3 2456 0
1 3 2459 0
1 3 2454 0
1 3 2461 0
1 3 2463 0
1 3 2462 0
1 3 2451 0
1 3 2460 0
1 3 2452 0
1 3 6768 0
1 3 6670 0
1 3 2453 0
1 3 2457 0
1 3 2450 0
1 4 2478 0
1 4 2474 0
1 4 2473 0
1 4 2470 0
1 4 2466 0
1 4 2465 0
1 4 2484 0
1 4 2476 0
1 4 2479 0
1 4 2469 0
1 4 2475 0
1 4 2472 0
1 4 2485 0
1 4 2486 0
1 4 2487 0
1 4 2481 0
1 4 2464 0
1 4 2471 0
1 4 2468 0
1 4 2477 0
1 4 2467 0
1 4 2483 0
1 4 2480 0
1 4 2482 0
1 5 2499 0
1 5 2496 0
1 5 2495 0
1 5 2493 0
1 5 2497 0
1 5 2500 0
1 5 2488 0
1 5 2489 0
1 5 2492 0
1 5 2490 0
1 5 2498 0
1 5 2502 0
1 5 2491 0
1 5 2501 0
1 5 2494 0
1 47 4195 0
1 47 4193 0
1 47 4194 0
1 47 4192 0
1 47 4196 0
1 47 4191 0
1 47 4190 0
1 47 4200 0
1 47 4202 0
1 47 4198 0
1 47 4203 0
1 47 4205 0
1 47 4206 0
1 47 4197 0
1 47 4207 0
1 47 4201 0
1 47 4204 0
1 47 4199 0
1 47 4210 0
1 47 4212 0
1 47 4217 0
1 47 4215 0
1 47 4213 0
1 47 4218 0
1 47 4219 0
1 47 4214 0
1 47 4216 0
1 47 4209 0
1 47 4208 0
1 47 4211 0
1 47 4228 0
1 47 4230 0
1 47 4222 0
1 47 4221 0
1 47 4229 0
1 47 4225 0
1 47 4220 0
1 47 4224 0
1 47 4223 0
1 47 4226 0
1 47 4227 0
1 47 4232 0
1 47 4231 0
1 47 4239 0
1 47 4236 0
1 47 4238 0
1 47 4240 0
1 47 4235 0
1 47 4234 0
1 47 4241 0
1 47 4242 0
1 47 4233 0
1 47 4237 0
1 47 4243 0
1 47 4244 0
1 47 4247 0
1 47 4246 0
1 47 4245 0
1 47 4252 0
1 47 4253 0
1 47 4251 0
1 47 4249 0
1 47 4250 0
1 47 4254 0
1 47 4255 0
1 47 4248 0
1 48 5575 0
1 48 5576 0
1 48 5577 0
1 48 5578 0
1 48 5581 0
1 48 5579 0
1 48 5580 0
1 48 5582 0
1 48 5584 0
1 48 5589 0
1 48 5591 0
1 48 5588 0
1 48 5587 0
1 48 5583 0
1 48 5590 0
1 48 5585 0
1 48 5592 0
1 48 5586 0
1 48 5593 0
1 48 5595 0
1 48 5599 0
1 48 5596 0
1 48 5597 0
1 48 5594 0
1 48 5598 0
1 48 5603 0
1 48 5606 0
1 48 5600 0
1 48 5605 0
1 48 5602 0
1 48 5601 0
1 48 5604 0
1 48 5614 0
1 48 5613 0
1 48 5610 0
1 48 5608 0
1 48 5612 0
1 48 5611 0
1 48 5609 0
1 48 5607 0
1 277 6700 0
1 277 6699 0
1 277 1647 0
1 277 1644 0
1 277 1662 0
1 277 1642 0
1 277 1641 0
1 277 1660 0
1 277 1658 0
1 277 1656 0
1 277 1659 0
1 277 1639 0
1 277 1643 0
1 277 1649 0
1 277 1648 0
1 277 1640 0
1 277 1652 0
1 277 1657 0
1 277 1661 0
1 277 1651 0
1 277 1654 0
1 277 1638 0
1 277 1646 0
1 277 1655 0
1 277 1645 0
1 277 1653 0
1 277 1650 0
1 278 1687 0
1 278 1663 0
1 278 1666 0
