2,7,2524,8364,-2.588233,53.415596
2,7,2523,5249,-2.515189,53.420393
2,7,2522,5034,-2.53266,53.42335
2,7,2521,6425,-2.648773,53.431605
2,7,2520,6390,-2.513183,53.449852
2,7,2519,7273,-2.527818,53.451804
2,7,2528,11142,-2.629325,53.402413
2,7,2527,9875,-2.644261,53.404046
2,272,1438,7978,-3.040073,53.409229
2,272,1439,7585,-3.068431,53.402041
2,272,1436,7326,-3.024968,53.41248
2,272,1437,6369,-3.100547,53.406011
2,272,1435,7950,-3.047595,53.416869
2,272,1432,8380,-3.053765,53.42545
2,272,1433,7877,-3.032949,53.419149
2,272,1440,7874,-3.114204,53.401321
2,272,1441,6203,-3.142038,53.400592
2,8,2545,8713,-2.503521,53.7568
2,8,2546,9213,-2.46942,53.758844
2,7,2543,5758,-2.571928,53.353387
2,8,2544,10146,-2.476525,53.768499
2,7,2541,9174,-2.575879,53.369421
2,7,2542,6505,-2.558061,53.356791
2,7,2539,12682,-2.474714,53.381488
2,7,2540,7825,-2.545109,53.377369
2,8,2547,7514,-2.483926,53.756968
2,8,2548,8908,-2.500415,53.748619
2,260,6760,7344,-2.234048,53.487113
2,49,3772,5889,-2.129864,53.275596
2,49,3773,7577,-2.158253,53.265156
2,49,3770,8290,-2.239346,53.301029
2,49,3771,7948,-2.104415,53.294257
2,49,3768,5114,-2.149904,53.29275
2,49,3769,6758,-2.374819,53.299553
2,49,3766,7135,-2.249102,53.318725
2,49,3767,6406,-2.360457,53.306415
2,49,3774,8301,-2.113609,53.262727
2,49,3775,7124,-2.141458,53.261214
2,259,1004,7658,-2.324096,53.5528
2,259,1005,6980,-2.303015,53.550219
2,259,1002,8368,-2.33592,53.563002
2,259,1003,6972,-2.281249,53.559984
2,259,1000,7703,-2.338354,53.570205
2,259,1001,5953,-2.312808,53.56783
2,259,998,5810,-2.359463,53.576442
2,259,999,6568,-2.294314,53.574888
2,259,1006,5731,-2.291673,53.547874
2,259,1007,8476,-2.279256,53.54841
2,269,1310,7813,-2.926495,53.468062
2,268,1307,5349,-2.847195,53.371485
2,268,1308,5567,-2.834527,53.366251
2,268,1305,7223,-2.846954,53.406279
2,268,1306,7217,-2.813635,53.396407
2,268,1303,9324,-2.875717,53.411134
2,268,1304,7365,-2.828866,53.406849
2,269,1311,6886,-2.953129,53.467106
2,269,1312,7868,-2.965632,53.462238
2,154,5120,13638,-2.890948,54.043812
2,154,5121,10696,-2.809772,54.043293
2,154,5118,8855,-2.798652,54.048298
2,154,5119,5941,-2.791904,54.042545
2,154,5117,7404,-2.786072,54.051717
2,154,5115,6694,-2.855411,54.062044
2,154,5116,8060,-2.801806,54.06198
2,154,5122,5812,-2.789241,54.033519
2,154,5123,11472,-2.788608,54.004833
2,271,1408,6644,-2.932611,53.518746
2,271,1409,5702,-2.933503,53.509859
2,271,1406,5617,-3.054039,53.550951
2,271,1407,6752,-2.949031,53.525053
2,271,1404,6138,-3.059128,53.560686
2,271,1405,5549,-3.075249,53.550394
2,271,1402,5890,-3.045792,53.597774
2,271,1403,6499,-3.072366,53.563124
2,271,1410,6690,-2.948232,53.506353
2,271,1411,9041,-3.008627,53.49832
2,263,1129,7259,-2.25507,53.512239
2,263,1130,7124,-2.278286,53.510636
2,263,1127,7490,-2.313825,53.514707
2,263,1128,6058,-2.349455,53.513486
2,263,1125,6080,-2.342524,53.518888
2,263,1126,9209,-2.395437,53.518614
2,263,1123,6969,-2.426239,53.525207
2,263,1124,5870,-2.334013,53.521628
2,263,1131,9608,-2.335265,53.505941
2,263,1132,10361,-2.415556,53.505147
2,150,5074,5941,-2.301894,53.788122
